studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,intercropGermplasmDbId,intercropGermplasmName,germplasmEntryNumber,Crown rust severity (flag leaf) - percent|CO_350:0005029,Freeze damage severity - 0-9 Rating|CO_350:0005001,Grain yield - g/m2|CO_350:0000260,Winter stress severity - 0-9 Rating|CO_350:0005003,notes
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",90223,FL03254-L1,,plot,311687,UWOYT_2014_CollegeStation_FL03254-L1_5,1,1,1005,,,test,,,,,,,,3,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",88849,FL05067-L1,FL0567-L1,plot,311668,UWOYT_2014_CollegeStation_FL05067-L1_4,1,1,1004,,,test,,,,,,,,3,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",84779,FL0720-R5,,plot,311690,UWOYT_2014_CollegeStation_FL0720-R5_6,1,1,1006,,,test,,,,,,,,3,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",84901,FL0720-R6,,plot,311663,UWOYT_2014_CollegeStation_FL0720-R6_2,1,1,1002,,,check,,,,,,,,3,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",89793,FL0772-R3,,plot,311665,UWOYT_2014_CollegeStation_FL0772-R3_7,1,1,1007,,,test,,,,,,,,3,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",86810,GERARD224,Gerard224,plot,311675,UWOYT_2014_CollegeStation_GERARD224_1,1,1,1001,,,check,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",99142,HORIZON201,"FL99201-D29-E1,Horizon 201,TX96M1384",plot,311676,UWOYT_2014_CollegeStation_HORIZON201_30,1,1,1030,,,check,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",87673,LA06046-N2-AB2,LA06046SS-N2-AB2,plot,311686,UWOYT_2014_CollegeStation_LA06046-N2-AB2_3,1,1,1003,,,check,,,,,,,,2,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",88607,LA06046-N2-AB3,,plot,311666,UWOYT_2014_CollegeStation_LA06046-N2-AB3_8,1,1,1008,,,test,,,,,,,,2,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",88668,LA07007SBSB-68,,plot,311677,UWOYT_2014_CollegeStation_LA07007SBSB-68_9,1,1,1009,,,test,,,,,,,,2,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",85776,LA07007SBSBSB-18,,plot,311678,UWOYT_2014_CollegeStation_LA07007SBSBSB-18_10,1,1,1010,,,test,,,,,,,,2,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",90614,LA07048SBSB-19,,plot,311669,UWOYT_2014_CollegeStation_LA07048SBSB-19_11,1,1,1011,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",87595,LA07048SBSB-28,,plot,311671,UWOYT_2014_CollegeStation_LA07048SBSB-28_12,1,1,1012,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",89936,LA08085SBSBS-48,,plot,311667,UWOYT_2014_CollegeStation_LA08085SBSBS-48_13,1,1,1013,,,test,,,,,,,,3,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",98574,LA99016,,plot,311674,UWOYT_2014_CollegeStation_LA99016_27,1,1,1027,,,check,,,,,,,,3,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",97968,NC09-4274N,,plot,311662,UWOYT_2014_CollegeStation_NC09-4274N_21,1,1,1021,,,test,,,,,,,,0,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",96836,NC09-4503N,,plot,311689,UWOYT_2014_CollegeStation_NC09-4503N_22,1,1,1022,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",88235,NC10-5051V,,plot,311670,UWOYT_2014_CollegeStation_NC10-5051V_14,1,1,1014,,,test,,,,,,,,2,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",99553,NC10-5069Y,,plot,311672,UWOYT_2014_CollegeStation_NC10-5069Y_23,1,1,1023,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",101409,NC11-1651Y,,plot,311664,UWOYT_2014_CollegeStation_NC11-1651Y_24,1,1,1024,,,test,,,,,,,,4,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",100157,NC11-1796V,,plot,311661,UWOYT_2014_CollegeStation_NC11-1796V_25,1,1,1025,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",98715,NC11-1798Y,,plot,311685,UWOYT_2014_CollegeStation_NC11-1798Y_26,1,1,1026,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",101501,TAMO411,TX05CS 347-1,plot,311681,UWOYT_2014_CollegeStation_TAMO411_28,1,1,1028,,,check,,,,,,,,2,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",98150,TX07CS1948,,plot,311682,UWOYT_2014_CollegeStation_TX07CS1948_29,1,1,1029,,,test,,,,,,,,0,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",88524,TX07CS2257,,plot,311683,UWOYT_2014_CollegeStation_TX07CS2257_15,1,1,1015,,,test,,,,,,,,0,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",90375,TX07CS2783,,plot,311679,UWOYT_2014_CollegeStation_TX07CS2783_16,1,1,1016,,,test,,,,,,,,2,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",88142,TX09CS049,,plot,311688,UWOYT_2014_CollegeStation_TX09CS049_17,1,1,1017,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",84935,TX09CS1029,,plot,311673,UWOYT_2014_CollegeStation_TX09CS1029_18,1,1,1018,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",90002,TX09CS1112,,plot,311680,UWOYT_2014_CollegeStation_TX09CS1112_19,1,1,1019,,,test,,,,,,,,1,
2014,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3123,UWOYT_2014_CollegeStation,"Uniform Winter Oat Yield Trial, , Growing conditions were good throughout the year, mild freeze injury early in the growing season and most entries recoverd. No disease pressure, extensive lodging due to persistant rains that caused no harvest.",CRD,,,,no,no,2013-November-20,,57,"College Station, TX",86269,TX10CAS085,,plot,311684,UWOYT_2014_CollegeStation_TX10CAS085_20,1,1,1020,,,test,,,,,,,,1,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",86810,GERARD224,Gerard224,plot,311704,UWOYT_2015_LaurelSprings_GERARD224_1,1,1,1001,,,check,,,,,,,,7.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",99142,HORIZON201,"FL99201-D29-E1,Horizon 201,TX96M1384",plot,311705,UWOYT_2015_LaurelSprings_HORIZON201_12,1,1,1012,,,check,,,,,,,,7.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",101371,LA02065SBSBSBSB-88,,plot,311702,UWOYT_2015_LaurelSprings_LA02065SBSBSBSB-88_8,1,1,1008,,,test,,,,,,,,7,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",97379,LA06059SBSBSBSB-4-S1,,plot,311710,UWOYT_2015_LaurelSprings_LA06059SBSBSBSB-4-S1_13,1,1,1013,,,test,,,,,,,,7,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98176,LA06063SBSB-S1,,plot,311718,UWOYT_2015_LaurelSprings_LA06063SBSB-S1_14,1,1,1014,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",97797,LA07007SBSBSB-24,,plot,311706,UWOYT_2015_LaurelSprings_LA07007SBSBSB-24_15,1,1,1015,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",99130,LA07024SBSBSBS-7-S1,,plot,311697,UWOYT_2015_LaurelSprings_LA07024SBSBSBS-7-S1_16,1,1,1016,,,test,,,,,,,,8.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",97231,LA07049SBSBSBS-52-S1,,plot,311693,UWOYT_2015_LaurelSprings_LA07049SBSBSBS-52-S1_17,1,1,1017,,,test,,,,,,,,7.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",100578,LA07065SBSBSB-32,,plot,311707,UWOYT_2015_LaurelSprings_LA07065SBSBSB-32_18,1,1,1018,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",101405,LA07065SBS-FS2-AB1,,plot,311699,UWOYT_2015_LaurelSprings_LA07065SBS-FS2-AB1_28,1,1,1028,,,test,,,,,,,,6.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",97204,LA07070SBSBSBS-65-S1,,plot,311719,UWOYT_2015_LaurelSprings_LA07070SBSBSBS-65-S1_29,1,1,1029,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",101234,LA08084SBSBS-15,,plot,311692,UWOYT_2015_LaurelSprings_LA08084SBSBS-15_19,1,1,1019,,,test,,,,,,,,5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98146,LA08085BS-T2,,plot,311691,UWOYT_2015_LaurelSprings_LA08085BS-T2_30,1,1,1030,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",100328,LA08085SS-T3,,plot,311713,UWOYT_2015_LaurelSprings_LA08085SS-T3_20,1,1,1020,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",102392,LA09015SBS-U3,,plot,311721,UWOYT_2015_LaurelSprings_LA09015SBS-U3_32,1,1,1032,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",99405,LA09045SBS-U3,,plot,311716,UWOYT_2015_LaurelSprings_LA09045SBS-U3_31,1,1,1031,,,test,,,,,,,,9,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98574,LA99016,,plot,311717,UWOYT_2015_LaurelSprings_LA99016_9,1,1,1009,,,check,,,,,,,,7.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",97968,NC09-4274N,,plot,311695,UWOYT_2015_LaurelSprings_NC09-4274N_6,1,1,1006,,,test,,,,,,,,7,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98715,NC11-1798Y,,plot,311715,UWOYT_2015_LaurelSprings_NC11-1798Y_7,1,1,1007,,,test,,,,,,,,5.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98111,NC12-3447,,plot,311700,UWOYT_2015_LaurelSprings_NC12-3447_21,1,1,1021,,,test,,,,,,,,7,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",100132,NC12-3578,,plot,311698,UWOYT_2015_LaurelSprings_NC12-3578_22,1,1,1022,,,test,,,,,,,,6,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",97265,NC12-3742,,plot,311701,UWOYT_2015_LaurelSprings_NC12-3742_23,1,1,1023,,,test,,,,,,,,6.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98420,NC12-3753,,plot,311714,UWOYT_2015_LaurelSprings_NC12-3753_24,1,1,1024,,,test,,,,,,,,6.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98326,NC12-3963,,plot,311712,UWOYT_2015_LaurelSprings_NC12-3963_25,1,1,1025,,,test,,,,,,,,6,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",101501,TAMO411,TX05CS 347-1,plot,311720,UWOYT_2015_LaurelSprings_TAMO411_10,1,1,1010,,,test,,,,,,,,7,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",98150,TX07CS1948,,plot,311694,UWOYT_2015_LaurelSprings_TX07CS1948_11,1,1,1011,,,test,,,,,,,,5.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",88524,TX07CS2257,,plot,311696,UWOYT_2015_LaurelSprings_TX07CS2257_2,1,1,1002,,,test,,,,,,,,6.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",99532,TX09CS031,,plot,311711,UWOYT_2015_LaurelSprings_TX09CS031_26,1,1,1026,,,test,,,,,,,,7.5,
2015,4388,Uniform Winter Oat Yield Nursery,The Uniform Winter Oat Yield Nursery,3124,UWOYT_2015_LaurelSprings,"Uniform Winter Oat Yield Trial, , Winter-stress nursery location in mountain region (elevation 3,000ft).",CRD,,,,no,no,2014-September-28,,92,"Laurel Springs, NC",88142,TX09CS049,,plot,311709,UWOYT_2015_LaurelSprings_TX09CS049_3,1,1,1003,,,test,,,,,,,,7,
