"observationUnitName","observationUnitDbId","plot_number","subplot","plot_subplot","blue_mean","ExG_0-1_mean","green_mean","NDVI_mean","nir_mean","red_mean","red_edge_mean"
"CU_2025_Ithaca_WOP_PLOT_502_subplot_1",730360,502,1,"502_1",34757.2700127065,0.0832274459974587,37714.0273189326,0.0276130599646362,38122.959974587,36192.4431385006,39962.7824015248
"CU_2025_Ithaca_WOP_PLOT_502_subplot_2",730361,502,2,"502_2",36017.2217985383,0.0343183984747379,38839.6126469654,0.00946170386611309,38305.2967905942,37686.9103908484,40347.763902129
"CU_2025_Ithaca_WOP_PLOT_502_subplot_3",730362,502,3,"502_3",35899.4903020668,0.068362480127186,38931.4740858505,0.0257414475267957,38901.9112877583,37057.2718600954,40806.6289348172
"CU_2025_Ithaca_WOP_PLOT_503_subplot_1",730297,503,1,"503_1",36545.4666030534,0.0194020356234097,39387.2064249364,-0.00456811544810217,38372.7153307888,38845.3422391858,41517.8228371501
"CU_2025_Ithaca_WOP_PLOT_503_subplot_2",730298,503,2,"503_2",36993.0453536315,0.00634316523945449,39904.9302251824,-0.00510094519203179,38971.2943228671,39478.2616555661,41974.6641294006
"CU_2025_Ithaca_WOP_PLOT_503_subplot_3",730299,503,3,"503_3",36204.0826709062,0.00667726550079491,39176.8499205087,-0.00215297888957925,38442.7405405405,38698.2152623211,41428.6607313196
"CU_2025_Ithaca_WOP_PLOT_504_subplot_1",731182,504,1,"504_1",33971.1201143947,0.124880838894185,37357.9882427709,0.0600574484254387,39728.7721639657,35288.0317762949,42403.1220209723
"CU_2025_Ithaca_WOP_PLOT_504_subplot_2",731183,504,2,"504_2",35362.4493811488,0.0875912408759124,38566.7302443669,0.0398937987042127,39757.9327197715,36809.1939066963,42806.9216121866
"CU_2025_Ithaca_WOP_PLOT_504_subplot_3",731184,504,3,"504_3",36181.2988871224,0.0448330683624801,39152.1074721781,0.0164932528704879,38922.2950715421,37750.2995230525,42486.3815580286
"CU_2025_Ithaca_WOP_PLOT_505_subplot_1",730855,505,1,"505_1",38795.1883735705,0.0505082592121982,41183.2811308767,0.00114269441847818,39570.1089580686,39671.8141677255,44880.3468869123
"CU_2025_Ithaca_WOP_PLOT_505_subplot_2",730856,505,2,"505_2",37533.5050825921,0.0514612452350699,40114.1562897078,-0.00205388127388367,38652.290343075,38972.835133418,43690.5276365947
"CU_2025_Ithaca_WOP_PLOT_505_subplot_3",730857,505,3,"505_3",37305.7636594663,0.0371664548919949,39791.9507623888,-0.00877804880197827,37896.3440279543,38690.8713468869,42888.0679796696
"CU_2025_Ithaca_WOP_PLOT_506_subplot_1",730945,506,1,"506_1",34992.1736641221,0.143447837150127,37672.219783715,0.0547429826124174,38538.1154580153,34737.2242366412,42302.5025445293
"CU_2025_Ithaca_WOP_PLOT_506_subplot_2",730946,506,2,"506_2",34100.8211096939,0.165178571428571,36936.9795918367,0.0649356806260595,38538.022002551,33983.700255102,41722.7828443878
"CU_2025_Ithaca_WOP_PLOT_506_subplot_3",730947,506,3,"506_3",35527.9498253414,0.112416640203239,38036.4175928866,0.0532009702064935,38986.0828834551,35224.7195935218,42004.5820895522
"CU_2025_Ithaca_WOP_PLOT_507_subplot_1",730528,507,1,"507_1",40236.7379815345,0.0576249602037568,42106.3556192295,0.00790344199102333,40568.3584845591,40177.2460999682,45570.7539000318
"CU_2025_Ithaca_WOP_PLOT_507_subplot_2",730529,507,2,"507_2",38682.1564192418,0.029308697037273,40353.9292768398,0.00314246505069295,39222.6514813635,39128.8407136031,43781.1538706594
"CU_2025_Ithaca_WOP_PLOT_507_subplot_3",730530,507,3,"507_3",38406.0734499205,0.0146263910969793,40060.1354531002,0.00295742300894555,39289.1306836248,39192.7761526232,43260.7141494436
"CU_2025_Ithaca_WOP_PLOT_508_subplot_1",730861,508,1,"508_1",39128.3819974555,0.0687022900763359,41168.5830152672,0.0155275068075379,40078.6882951654,39137.3959923664,45120.3800890585
"CU_2025_Ithaca_WOP_PLOT_508_subplot_2",730862,508,2,"508_2",37695.4380559085,0.0466963151207116,39740.001905972,0.0183508610261884,39214.4332909784,37978.4812579416,43747.126111817
"CU_2025_Ithaca_WOP_PLOT_508_subplot_3",730863,508,3,"508_3",37575.0197515132,0.0598916852500796,39646.2274609748,0.0316003536677525,39879.2284166932,37636.6846129341,43881.1089518955
"CU_2025_Ithaca_WOP_PLOT_509_subplot_1",730333,509,1,"509_1",37829.1369993643,0.0975842339478703,41026.472027972,0.0236568168494845,39548.2050222505,37943.5994914177,44291.9113159568
"CU_2025_Ithaca_WOP_PLOT_509_subplot_2",730334,509,2,"509_2",35508.4401777214,0.121866074262139,38952.0057124722,0.0445512957856458,39034.1958108537,35816.563947953,43041.2732465884
"CU_2025_Ithaca_WOP_PLOT_509_subplot_3",730335,509,3,"509_3",35098.8457869634,0.0677265500794913,38251.9116057234,0.0354885935026878,38342.0473767886,35843.5815580286,41972.293799682
"CU_2025_Ithaca_WOP_PLOT_510_subplot_1",730321,510,1,"510_1",34080.703680203,0.145621827411167,39321.6427664975,0.0476144501846317,39489.0602791878,36051.5418781726,42108.9248096447
"CU_2025_Ithaca_WOP_PLOT_510_subplot_2",730322,510,2,"510_2",33792.5566846618,0.192124483963163,39129.975547793,0.0570737819101589,39847.2388059701,35678.9174341061,42203.2953318514
"CU_2025_Ithaca_WOP_PLOT_510_subplot_3",730323,510,3,"510_3",33730.0095328885,0.131553860819828,38784.3504925326,0.0422864505739841,38868.9183349221,35842.074674293,41307.7260883381
"CU_2025_Ithaca_WOP_PLOT_511_subplot_1",730876,511,1,"511_1",33597.8616312282,0.370993335449064,39965.8873373532,0.0572197222720396,39907.8260869565,35766.1174230403,42272.8384639797
"CU_2025_Ithaca_WOP_PLOT_511_subplot_2",730877,511,2,"511_2",32430.0814249364,0.396628498727735,38602.7821246819,0.0677416388767196,39441.2445928753,34625.4433842239,41334.1682569975
"CU_2025_Ithaca_WOP_PLOT_511_subplot_3",730878,511,3,"511_3",31070.9143672693,0.422454804947669,37021.2492863939,0.0735061076992789,38235.6460513796,33120.6530288614,39850.893434824
"CU_2025_Ithaca_WOP_PLOT_512_subplot_1",730777,512,1,"512_1",31257.1454487588,0.377148313176321,37292.9649904519,0.0628722748440238,37647.5830681095,33288.3087205602,40643.6505410567
"CU_2025_Ithaca_WOP_PLOT_512_subplot_2",730778,512,2,"512_2",29867.580943276,0.445825366475462,35747.5210325048,0.0846501109400692,37284.1051625239,31543.9318036966,39689.4397705545
"CU_2025_Ithaca_WOP_PLOT_512_subplot_3",730779,512,3,"512_3",31392.8721446701,0.30488578680203,37049.0859771574,0.0545505881356796,37226.9549492386,33503.3845177665,40328.5466370558
"CU_2025_Ithaca_WOP_PLOT_513_subplot_1",730852,513,1,"513_1",30692.7856010149,0.137646685696162,35421.7814779575,0.0352716414473454,35918.6726926736,33583.1297177291,39167.8287345385
"CU_2025_Ithaca_WOP_PLOT_513_subplot_2",730853,513,2,"513_2",31723.7102417303,0.0750636132315522,36115.7798982188,0.0182389048664167,35980.5601145038,34751.7805343511,39707.9526081425
"CU_2025_Ithaca_WOP_PLOT_513_subplot_3",730854,513,3,"513_3",33212.4222715736,0.0717005076142132,37332.9371827411,0.0103670907611705,36608.2220812183,35957.4210025381,40805.0828045685
"CU_2025_Ithaca_WOP_PLOT_514_subplot_1",730726,514,1,"514_1",32924.1297588833,0.241116751269036,38163.1890862944,0.0481106315500588,38561.5596446701,35149.2871192893,41079.0621827411
"CU_2025_Ithaca_WOP_PLOT_514_subplot_2",730727,514,2,"514_2",32212.5006349206,0.174920634920635,37196.5019047619,0.0433667912438816,37985.7228571429,34937.7165079365,40541.1285714286
"CU_2025_Ithaca_WOP_PLOT_514_subplot_3",730728,514,3,"514_3",31713.9636479592,0.145408163265306,36338.7643494898,0.0489564343356581,37626.7289540816,34227.9681122449,39981.1973852041
"CU_2025_Ithaca_WOP_PLOT_515_subplot_1",730300,515,1,"515_1",30537.4984056122,0.240752551020408,35212.618622449,0.10162834282965,39533.3542729592,32296.9824617347,39998.7582908163
"CU_2025_Ithaca_WOP_PLOT_515_subplot_2",730301,515,2,"515_2",32200.4082670906,0.129411764705882,36556.1704292528,0.0721953629921283,39509.0085850556,34284.1224165342,40702.3930047695
"CU_2025_Ithaca_WOP_PLOT_515_subplot_3",730302,515,3,"515_3",32069.2184311224,0.159119897959184,36168.7445790816,0.0828132129925365,39673.6639030612,33702.7018494898,40739.1055484694
"CU_2025_Ithaca_WOP_PLOT_516_subplot_1",730402,516,1,"516_1",33514.6584821429,0.102997448979592,36350.4180484694,0.0938484245909667,40957.0950255102,33996.9601403061,40897.7630739796
"CU_2025_Ithaca_WOP_PLOT_516_subplot_2",730403,516,2,"516_2",34167.3564387917,0.0635930047694754,36582.3440381558,0.0875644525271107,41173.8120826709,34669.8855325914,40951.8044515103
"CU_2025_Ithaca_WOP_PLOT_516_subplot_3",730404,516,3,"516_3",32326.9306615776,0.102417302798982,34949.6221374046,0.118028260102219,41533.1052798982,32778.8428753181,40588.0076335878
"CU_2025_Ithaca_WOP_PLOT_517_subplot_1",731074,517,1,"517_1",35733.9799618321,0.0505725190839695,37252.3982188295,0.0975375700533105,43079.5292620865,35517.4901399491,41388.3441475827
"CU_2025_Ithaca_WOP_PLOT_517_subplot_2",731075,517,2,"517_2",37820.106836248,0.0267090620031796,39042.8855325914,0.076992840319703,44194.0950715421,38011.1697933227,42679.8019077901
"CU_2025_Ithaca_WOP_PLOT_517_subplot_3",731076,517,3,"517_3",39968.0878807107,0.0101522842639594,40945.883248731,0.0599317668109317,45276.6624365482,40339.1944796954,44251.1500634518
"CU_2025_Ithaca_WOP_PLOT_518_subplot_1",730288,518,1,"518_1",37621.8699651126,0.0111005391690454,38844.383761497,0.0767841382584956,43972.3307960672,37843.6669838249,41971.2632413574
"CU_2025_Ithaca_WOP_PLOT_518_subplot_2",730289,518,2,"518_2",35579.9026717557,0.0744274809160305,37284.0623409669,0.117725394244208,44876.1055979644,35488.6692111959,41365.1319974555
"CU_2025_Ithaca_WOP_PLOT_518_subplot_3",730290,518,3,"518_3",35900.3125991749,0.0777530942557918,37537.3998730562,0.123744232295641,45419.0771183751,35493.7803871787,41839.3592510314
"CU_2025_Ithaca_WOP_PLOT_519_subplot_1",730810,519,1,"519_1",37384.7300126904,0.0358502538071066,39178.7528553299,0.0729018398854727,43450.5444162436,37656.2725253807,42011.2474619289
"CU_2025_Ithaca_WOP_PLOT_519_subplot_2",730811,519,2,"519_2",33871.8854331958,0.0999682640431609,36210.0564900032,0.12915433336774,44075.4490637893,34030.3046651857,40527.8381466201
"CU_2025_Ithaca_WOP_PLOT_519_subplot_3",730812,519,3,"519_3",34899.8823529412,0.0887122416534181,36888.3319554849,0.114529764720658,43806.8883942766,34866.3984101749,40656.1764705882
"CU_2025_Ithaca_WOP_PLOT_520_subplot_1",730315,520,1,"520_1",36628.5408585056,0.0330683624801272,38879.1831478537,0.0282815790102564,39554.2588235294,37454.4868044515,41409.1449920509
"CU_2025_Ithaca_WOP_PLOT_520_subplot_2",730316,520,2,"520_2",34841.9045050761,0.0333121827411167,36986.8004441624,0.0530221420582572,39706.880393401,35756.2125634518,39861.375
"CU_2025_Ithaca_WOP_PLOT_520_subplot_3",730317,520,3,"520_3",33522.528362014,0.0337794773741236,35593.8409815169,0.0740439586908692,39816.3553218611,34365.0774378585,38719.2743785851
"CU_2025_Ithaca_WOP_PLOT_521_subplot_1",730870,521,1,"521_1",35864.023263225,0.00764818355640535,38466.9155513066,-0.0115148401441755,37194.9126832377,38141.3725302741,41141.5675589548
"CU_2025_Ithaca_WOP_PLOT_521_subplot_2",730871,521,2,"521_2",36505.8292527822,0.0041335453100159,38900.8957074722,-0.00411432956143226,38203.4699523052,38585.8750397456,41184.5166931638
"CU_2025_Ithaca_WOP_PLOT_521_subplot_3",730872,521,3,"521_3",36450.6895893028,0,38623.5641515441,0.0186994714081351,39960.5956701687,38590.7277936963,40899.5428207577
"CU_2025_Ithaca_WOP_PLOT_522_subplot_1",730795,522,1,"522_1",35912.1517658288,0.00986318803690741,38613.3518930958,0.000939275804920594,37961.7397391028,37946.4915685651,41244.3041679924
"CU_2025_Ithaca_WOP_PLOT_522_subplot_2",730796,522,2,"522_2",36023.8616512592,0.0226330889384763,38579.0274147274,0.0203226195824167,39317.5878227606,37812.4207841887,41551.2161300606
"CU_2025_Ithaca_WOP_PLOT_522_subplot_3",730797,522,3,"522_3",35142.3831478537,0.0343402225755167,37590.3189189189,0.0599628726699537,41437.1211446741,36773.8098569157,41206.7745627981
"CU_2025_Ithaca_WOP_PLOT_523_subplot_1",730858,523,1,"523_1",36993.639745628,0.00794912559618442,39126.2982511924,0.00048825135124428,38894.1844197138,38933.6095389507,41456.5577106518
"CU_2025_Ithaca_WOP_PLOT_523_subplot_2",730859,523,2,"523_2",38400.4934734161,0.0101878382680675,40212.2757083731,0.00314095905622902,40656.1066539319,40496.3702642471,43101.8567335244
"CU_2025_Ithaca_WOP_PLOT_523_subplot_3",730860,523,3,"523_3",37695.7118375119,0.025388765471279,39591.4430339575,0.0468693629193168,43417.9136781974,39584.0825134878,44094.979371628
"CU_2025_Ithaca_WOP_PLOT_524_subplot_1",730738,524,1,"524_1",36430.2626903553,0.0310913705583756,37943.6065989848,0.0260308298461222,39275.0935913706,37338.8546954315,40253.6434010152
"CU_2025_Ithaca_WOP_PLOT_524_subplot_2",730739,524,2,"524_2",36340.3607494443,0.015242934264846,37755.3004128295,0.0318348680617934,40475.464591934,38050.666560813,41542.8682121308
"CU_2025_Ithaca_WOP_PLOT_524_subplot_3",730740,524,3,"524_3",36392.9345408325,0.0165236733396886,37737.322847156,0.0480864536737853,42105.7797902765,38324.248490626,42936.1197966317
"CU_2025_Ithaca_WOP_PLOT_525_subplot_1",730294,525,1,"525_1",36854.3915394402,0.025763358778626,37991.4650127226,0.0704225785751815,44156.8816793893,38415.965648855,43961.3721374046
"CU_2025_Ithaca_WOP_PLOT_525_subplot_2",730295,525,2,"525_2",34420.4707565162,0.0826446280991736,36279.9020979021,0.119393977129066,45156.8146853147,35519.7202797203,43885.1713286713
"CU_2025_Ithaca_WOP_PLOT_525_subplot_3",730296,525,3,"525_3",32950.8415178571,0.0931122448979592,34941.9343112245,0.132616631691402,44326.7401147959,33889.6648596939,42754.1954719388
"CU_2025_Ithaca_WOP_PLOT_526_subplot_1",730396,526,1,"526_1",35518.8276737544,0.0199936528086322,37339.0948905109,0.0797808523492616,44111.0596635988,37685.0228498889,42222.7194541415
"CU_2025_Ithaca_WOP_PLOT_526_subplot_2",730397,526,2,"526_2",35986.0672802285,0.0117423040304665,37667.6670898128,0.0696415676371909,43646.577911774,38062.4741351952,42187.491907331
"CU_2025_Ithaca_WOP_PLOT_526_subplot_3",730398,526,3,"526_3",37105.7252782194,0.00349761526232115,38551.319872814,0.0505563218135145,43308.053736089,39236.8845786963,42499.7914149444
"CU_2025_Ithaca_WOP_PLOT_527_subplot_1",731056,527,1,"527_1",38668.5926395939,0.00729695431472081,40343.9539974619,0.0522204258835178,44883.0644035533,40566.2623730964,43430.9831852792
"CU_2025_Ithaca_WOP_PLOT_527_subplot_2",731057,527,2,"527_2",36772.1093799682,0.00317965023847377,38503.4833068362,0.0565048286937418,43311.2839427663,38808.4578696343,41871.3189189189
"CU_2025_Ithaca_WOP_PLOT_527_subplot_3",731058,527,3,"527_3",34504.5994922247,0.00317359568390987,36329.6848619486,0.0676663269617321,41565.9308156141,36374.9238337036,40008.4306569343
"CU_2025_Ithaca_WOP_PLOT_528_subplot_1",730282,528,1,"528_1",35020.058076801,0.00507775309425579,37054.0539511266,0.0559555712553178,41743.5233259283,37373.2402411933,40680.6188511584
"CU_2025_Ithaca_WOP_PLOT_528_subplot_2",730283,528,2,"528_2",35093.4220737913,0.00254452926208651,37032.1822519084,0.0469708867622415,40935.7824427481,37339.6628498728,40329.3457379135
"CU_2025_Ithaca_WOP_PLOT_528_subplot_3",730284,528,3,"528_3",35227.9549635268,0,36935.1414525848,0.0342681203379537,39732.847446876,37172.0878528386,39614.8734538535
"CU_2025_Ithaca_WOP_PLOT_529_subplot_1",730828,529,1,"529_1",35422.9333545918,0.00669642857142857,37062.9961734694,0.0360794196910751,39226.0985331633,36585.0427295918,39358.2579719388
"CU_2025_Ithaca_WOP_PLOT_529_subplot_2",730829,529,2,"529_2",32703.0527654164,0.0883661792752702,34948.589955499,0.0925280026551971,39960.1916719644,33219.2282263191,38823.728862047
"CU_2025_Ithaca_WOP_PLOT_529_subplot_3",730830,529,3,"529_3",31781.3185279188,0.123413705583756,34225.2411167513,0.115368812007827,40236.7820431472,31925.945748731,38568.5932741117
"CU_2025_Ithaca_WOP_PLOT_530_subplot_1",730939,530,1,"530_1",36054.3268494898,0.00350765306122449,37570.2244897959,0.0310425375819169,39271.1792091837,37026.2547831633,39009.2005739796
"CU_2025_Ithaca_WOP_PLOT_530_subplot_2",730940,530,2,"530_2",36282.6054054054,0.0082670906200318,37818.4429252782,0.0332998366628173,39419.8251192369,37006.4734499205,39150.7694753577
"CU_2025_Ithaca_WOP_PLOT_530_subplot_3",730941,530,3,"530_3",36468.9642857143,0.0137117346938776,37981.7177933673,0.0353049558071293,39673.9269770408,37136.2461734694,39303.7975127551
"CU_2025_Ithaca_WOP_PLOT_531_subplot_1",730303,531,1,"531_1",35378.0492376112,0.0613087674714104,37071.6931385006,0.0702079527975922,40993.0257306226,35694.7372935197,39703.5136594663
"CU_2025_Ithaca_WOP_PLOT_531_subplot_2",730304,531,2,"531_2",34990.6698473282,0.0566157760814249,36952.8482824427,0.0762486727522332,40923.8680025445,35219.2624045801,39530.2407760814
"CU_2025_Ithaca_WOP_PLOT_531_subplot_3",730305,531,3,"531_3",32570.455994898,0.16390306122449,34976.7637117347,0.11973924400951,40941.3982780612,32274.6922831633,38607.309630102
"CU_2025_Ithaca_WOP_PLOT_532_subplot_1",730417,532,1,"532_1",39168.5578813828,0.0285442435775452,40764.7259752617,0.0268253799136496,42226.3542657786,40214.8988265144,42734.1566761814
"CU_2025_Ithaca_WOP_PLOT_532_subplot_2",730418,532,2,"532_2",38019.4984096692,0.0178117048346056,39662.4796437659,0.0257893426768678,41125.6520356234,39182.7274173028,41535.4891857506
"CU_2025_Ithaca_WOP_PLOT_532_subplot_3",730419,532,3,"532_3",38328.6381829733,0.0533672172808132,39987.1359593393,0.0412005542848734,41992.8621346887,38802.1423125794,42135.6210292249
"CU_2025_Ithaca_WOP_PLOT_533_subplot_1",730429,533,1,"533_1",36586.6378927325,0.0231672484925421,38941.2135829895,0.040213900606301,40809.6623294192,37865.1107584894,41732.183116471
"CU_2025_Ithaca_WOP_PLOT_533_subplot_2",730430,533,2,"533_2",35436.4898218829,0.0381679389312977,38045.0588422392,0.0576352414217021,40928.8148854962,36640.1943384224,41018.516221374
"CU_2025_Ithaca_WOP_PLOT_533_subplot_3",730431,533,3,"533_3",34487.4944497304,0.0320329844592452,36853.3564858865,0.0585203166461699,39954.3047890898,35660.4319695528,39641.734855693
"CU_2025_Ithaca_WOP_PLOT_534_subplot_1",731125,534,1,"534_1",29486.9306836248,0.293163751987281,34059.9993640699,0.140885938103096,40749.3974562798,30702.7230524642,39576.5141494436
"CU_2025_Ithaca_WOP_PLOT_534_subplot_2",731126,534,2,"534_2",29922.3303713107,0.302443668676611,34484.967629324,0.153351886393477,42174.2999047921,30997.4128847985,40116.1383687718
"CU_2025_Ithaca_WOP_PLOT_534_subplot_3",731127,534,3,"534_3",32294.2915609137,0.0958121827411167,36266.1043781726,0.0952981327665405,41289.8531091371,34218.6449873096,40062.130393401
"CU_2025_Ithaca_WOP_PLOT_535_subplot_1",730912,535,1,"535_1",33326.0114795918,0.0149872448979592,37696.9084821429,0.0469159972937492,39752.8233418367,36311.4215561224,41494.9100765306
"CU_2025_Ithaca_WOP_PLOT_535_subplot_2",730913,535,2,"535_2",32380.1866666667,0.066031746031746,36889.2050793651,0.0801400149217992,41091.4901587302,35138.5457142857,41445.3771428571
"CU_2025_Ithaca_WOP_PLOT_535_subplot_3",730914,535,3,"535_3",31319.5955484897,0.0531001589825119,35610.6572337043,0.0882497576601006,40564.0982511924,34087.5666136725,40003.8419713832
"CU_2025_Ithaca_WOP_PLOT_536_subplot_1",730834,536,1,"536_1",28875.1685750636,0.362277353689567,33560.5594783715,0.130342708611189,38912.0486641221,30090.1965648855,39893.6676208651
"CU_2025_Ithaca_WOP_PLOT_536_subplot_2",730835,536,2,"536_2",29616.6940203562,0.240776081424936,33878.3641857506,0.103533943837722,38521.7697201018,31396.7099236641,39616.248091603
"CU_2025_Ithaca_WOP_PLOT_536_subplot_3",730836,536,3,"536_3",30349.4655612245,0.128507653061224,34189.328125,0.0798383679674805,37919.2468112245,32436.96875,38899.5867346939
"CU_2025_Ithaca_WOP_PLOT_537_subplot_1",730759,537,1,"537_1",31687.2213740458,0.0181297709923664,34326.1125954199,0.06019027409458,38411.0868320611,34135.2569974555,37929.8645038168
"CU_2025_Ithaca_WOP_PLOT_537_subplot_2",730760,537,2,"537_2",31815.795620438,0.00602983179942875,33799.8241827991,0.0574431745352634,37859.8920977467,33835.1355125357,37132.8778165662
"CU_2025_Ithaca_WOP_PLOT_537_subplot_3",730761,537,3,"537_3",32398.3831478537,0.0213036565977742,33795.9443561208,0.051563154417724,37545.6572337043,33940.9580286168,37205.9952305246
"CU_2025_Ithaca_WOP_PLOT_538_subplot_1",730900,538,1,"538_1",33006.56043257,0.0225826972010178,36116.9949109415,0.094751860573936,42377.9736005089,35178.9188931298,39755.8304707379
"CU_2025_Ithaca_WOP_PLOT_538_subplot_2",730901,538,2,"538_2",31651.1437182741,0.0986675126903553,34617.2014593909,0.12729045083452,42613.4289340102,33113.1151649746,39282.3711928934
"CU_2025_Ithaca_WOP_PLOT_538_subplot_3",730902,538,3,"538_3",30709.9098984772,0.108185279187817,33086.4133883249,0.134864265718737,41418.383248731,31584.3464467005,38137.9638324873
"CU_2025_Ithaca_WOP_PLOT_539_subplot_1",730384,539,1,"539_1",30954.7437361243,0.065651760228354,33948.8642562639,0.128431533367006,41762.9930225182,32333.6631779258,38314.4557564225
"CU_2025_Ithaca_WOP_PLOT_539_subplot_2",730385,539,2,"539_2",31928.3242984694,0.045280612244898,34342.1243622449,0.115789099283074,41765.3144132653,33202.3185586735,38548.2487244898
"CU_2025_Ithaca_WOP_PLOT_539_subplot_3",730386,539,3,"539_3",33157.0976463104,0.0267175572519084,34680.0279898219,0.090027733570157,40925.082697201,34320.292302799,38596.6059160305
"CU_2025_Ithaca_WOP_PLOT_540_subplot_1",731227,540,1,"540_1",38289.1771065183,0.00635930047694754,39293.7523052464,0.0412466025128267,42433.7220985692,39222.5020667727,42249.3637519873
"CU_2025_Ithaca_WOP_PLOT_540_subplot_2",731228,540,2,"540_2",37236.8823341837,0.00924744897959184,37940.5264668367,0.0482243035568565,41835.2809311224,38123.7930484694,41543.634247449
"CU_2025_Ithaca_WOP_PLOT_540_subplot_3",731229,540,3,"540_3",37885.1762086514,0.0146310432569975,38193.536259542,0.0397488726699867,41747.3555979644,38709.6084605598,42140.5298982188
"CU_2025_Ithaca_WOP_PLOT_541_subplot_1",730483,541,1,"541_1",36504.3625954199,0.0203562340966921,37402.6275445293,0.0703035800851682,42722.2032442748,37221.0639312977,41689.3361959288
"CU_2025_Ithaca_WOP_PLOT_541_subplot_2",730484,541,2,"541_2",36638.1453100159,0.00508744038155803,37217.8629570747,0.0604234382305683,42207.8969793323,37511.0674085851,41753.2098569157
"CU_2025_Ithaca_WOP_PLOT_541_subplot_3",730485,541,3,"541_3",37703.3585746102,0.00381800827235126,37971.2733057588,0.0425724970940915,41715.4266624244,38448.1775373847,42445.5552020363
"CU_2025_Ithaca_WOP_PLOT_542_subplot_1",730615,542,1,"542_1",35615.3560292714,0.0254533884823417,36468.5994272988,0.0857793325116122,42279.6821508113,35703.3219853643,40253.8705058861
"CU_2025_Ithaca_WOP_PLOT_542_subplot_2",730616,542,2,"542_2",33575.8819422406,0.0685496667724532,34710.4309742939,0.120565219410658,42488.255157093,33412.3113297366,39942.3052999048
"CU_2025_Ithaca_WOP_PLOT_542_subplot_3",730617,542,3,"542_3",32386.9767885533,0.0588235294117647,33601.6216216216,0.126338766719657,41587.3526232115,32313.8623211447,39608.7694753577
"CU_2025_Ithaca_WOP_PLOT_601_subplot_1",730864,601,1,"601_1",37389.2054707379,0.0209923664122137,38531.0089058524,0.0724742523064265,43486.8823155216,37753.5489821883,42115.43956743
"CU_2025_Ithaca_WOP_PLOT_601_subplot_2",730865,601,2,"601_2",36216.6554568528,0.0133248730964467,37218.9641497462,0.0749936568893727,42431.6430837564,36638.6224619289,41328.160215736
"CU_2025_Ithaca_WOP_PLOT_601_subplot_3",730866,601,3,"601_3",35784.8822969543,0.0263324873096447,36751.2074873096,0.082916236255584,42201.1119923858,35886.4977791878,41623.3362944162
"CU_2025_Ithaca_WOP_PLOT_602_subplot_1",730963,602,1,"602_1",33993.6092610213,0.0510624801776086,35741.2055185538,0.0937263243853063,40967.8677450047,33988.4960355217,40404.1956866476
"CU_2025_Ithaca_WOP_PLOT_602_subplot_2",730964,602,2,"602_2",33614.0213104326,0.0537531806615776,35419.3384223918,0.100069290058283,41163.6743002545,33748.3393765903,41211.3282442748
"CU_2025_Ithaca_WOP_PLOT_602_subplot_3",730965,602,3,"602_3",31657.4400380711,0.134517766497462,33959.8546954315,0.129059835286429,40867.3537436548,31517.0615482234,40971.0720177665
"CU_2025_Ithaca_WOP_PLOT_603_subplot_1",730891,603,1,"603_1",33245.9298857868,0.037753807106599,35249.6240482233,0.0756050895718379,40148.0777284264,34543.3372461929,40819.0399746193
"CU_2025_Ithaca_WOP_PLOT_603_subplot_2",730892,603,2,"603_2",33657.8426751592,0.0178343949044586,35528.7942675159,0.0598068953299746,39770.2257961783,35345.3799363057,41688.1936305733
"CU_2025_Ithaca_WOP_PLOT_603_subplot_3",730893,603,3,"603_3",34232.6825699746,0.0130407124681934,36095.4688295165,0.0418058170030478,39507.2945292621,36401.340648855,42716.8660941476
"CU_2025_Ithaca_WOP_PLOT_604_subplot_1",730534,604,1,"604_1",36680.8899491094,0.00477099236641221,38303.2986641221,0.0542786735271159,43044.5874681934,38749.7143765903,43808.566475827
"CU_2025_Ithaca_WOP_PLOT_604_subplot_2",730535,604,2,"604_2",35354.4893481717,0.0082670906200318,37044.8763116057,0.0610454899129743,42126.6772655008,37386.1923688394,43696.9745627981
"CU_2025_Ithaca_WOP_PLOT_604_subplot_3",730536,604,3,"604_3",35439.2028061224,0.00191326530612245,37268.2464923469,0.0408190410399321,41572.606505102,38471.4987244898,44443.0663265306
"CU_2025_Ithaca_WOP_PLOT_605_subplot_1",730447,605,1,"605_1",34154.3348214286,0.0175382653061225,35698.0149872449,0.0829334456580835,42549.2292729592,36085.2468112245,42207.1428571429
"CU_2025_Ithaca_WOP_PLOT_605_subplot_2",730448,605,2,"605_2",33963.0992366412,0.0318066157760814,35616.1459923664,0.0982723127087478,43336.1202290076,35642.6345419847,43504.292302799
"CU_2025_Ithaca_WOP_PLOT_605_subplot_3",730449,605,3,"605_3",34938.2837579618,0.0159235668789809,36526.8678343949,0.0642974871627902,42285.5525477707,37243.6582802548,44119.3703821656
"CU_2025_Ithaca_WOP_PLOT_606_subplot_1",730345,606,1,"606_1",33475.8034405862,0.0178400764574705,34564.6017840077,0.0983651827479875,42312.0697674419,34754.7301688436,41977.9152596368
"CU_2025_Ithaca_WOP_PLOT_606_subplot_2",730346,606,2,"606_2",32713.4819162437,0.0469543147208122,34261.0028553299,0.116833348839293,42863.1916243655,33869.9432106599,42788.2868020305
